Job Title,Industry,Responsibilities,Qualifications,Location,Job Type,Salary Range
Senior CX Manager,Healthcare,Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Integrate AI-based chatbots and automation solutions for enhanced support.; Manage and mentor large customer support teams across multiple locations.,Track record of reducing operational costs while improving CX efficiency.; Data-driven decision-making mindset with expertise in Power BI or Tableau.; Proven expertise in AI-driven automation and predictive analytics.,"Boston, MA",Full-Time,$132k - $166k
Vice President of Customer Success,SaaS,"Develop strategies to optimize customer journey and retention metrics.; Manage and mentor large customer support teams across multiple locations.; Streamline customer service operations, reducing costs while improving CSAT.","Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Understanding of machine learning models applied to customer success.; Experience in implementing workflow automation for large-scale operations.","Chicago, IL",Remote,$146k - $236k
AI Implementation Consultant,Hospitality,Drive innovation in customer success strategies using AI and ML technologies.; Manage and mentor large customer support teams across multiple locations.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.,"Data-driven decision-making mindset with expertise in Power BI or Tableau.; Strong leadership skills with experience managing 50+ team members.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.",Remote,Full-Time,$101k - $179k
Director of Customer Experience,Retail,Drive innovation in customer success strategies using AI and ML technologies.; Develop AI-driven automation strategies to optimize service workflows.; Implement predictive analytics to enhance customer insights.,"Strong leadership skills with experience managing 50+ team members.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Understanding of machine learning models applied to customer success.","New York, NY",Part-Time,$135k - $187k
AI Implementation Consultant,Telecommunications,"Streamline customer service operations, reducing costs while improving CSAT.; Integrate AI-based chatbots and automation solutions for enhanced support.; Collaborate cross-functionally with sales, marketing, and product teams.",Experience in implementing workflow automation for large-scale operations.; Excellent stakeholder management skills across cross-functional teams.; Track record of reducing operational costs while improving CX efficiency.,"Austin, TX",Part-Time,$116k - $195k
Customer Support Transformation Lead,Tech,"Collaborate cross-functionally with sales, marketing, and product teams.; Implement predictive analytics to enhance customer insights.; Streamline customer service operations, reducing costs while improving CSAT.",Experience in implementing workflow automation for large-scale operations.; Proven expertise in AI-driven automation and predictive analytics.; Excellent stakeholder management skills across cross-functional teams.,"Chicago, IL",Remote,$145k - $238k
Head of Member Services,Consulting,"Drive innovation in customer success strategies using AI and ML technologies.; Streamline customer service operations, reducing costs while improving CSAT.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.",Data-driven decision-making mindset with expertise in Power BI or Tableau.; Experience in implementing workflow automation for large-scale operations.; Understanding of machine learning models applied to customer success.,"Boston, MA",Contract,$93k - $154k
Senior CX Manager,Finance,Implement predictive analytics to enhance customer insights.; Lead customer experience initiatives to improve engagement and retention.; Manage and mentor large customer support teams across multiple locations.,"Excellent stakeholder management skills across cross-functional teams.; Strong leadership skills with experience managing 50+ team members.; 10+ years of experience in customer experience, AI, or operations leadership.","New York, NY",Contract,$88k - $184k
Customer Service Operations Manager,Consulting,Manage and mentor large customer support teams across multiple locations.; Develop AI-driven automation strategies to optimize service workflows.; Develop strategies to optimize customer journey and retention metrics.,"Data-driven decision-making mindset with expertise in Power BI or Tableau.; 10+ years of experience in customer experience, AI, or operations leadership.; Understanding of machine learning models applied to customer success.","Austin, TX",Full-Time,$145k - $221k
Customer Service Operations Manager,SaaS,Develop AI-driven automation strategies to optimize service workflows.; Manage and mentor large customer support teams across multiple locations.; Lead customer experience initiatives to improve engagement and retention.,Track record of reducing operational costs while improving CX efficiency.; Excellent stakeholder management skills across cross-functional teams.; Ability to drive customer satisfaction metrics and VoC programs.,Remote,Remote,$144k - $182k
Vice President of Customer Success,Education,"Collaborate cross-functionally with sales, marketing, and product teams.; Manage and mentor large customer support teams across multiple locations.; Implement predictive analytics to enhance customer insights.",Ability to drive customer satisfaction metrics and VoC programs.; Track record of reducing operational costs while improving CX efficiency.; Data-driven decision-making mindset with expertise in Power BI or Tableau.,Remote,Contract,$101k - $208k
